question_id,paper_id,question,gold_answer,predicted_answer,retrieved_chunk_ids,retrieved_section_names,f1,exact_match,idk,experiment,condition
869aaf397c9b4da7ab52d6dd0961887ae08da9ae,1909.09270,Which languages are evaluated?,"Bengali English, German, Spanish, Dutch Amharic Arabic Hindi Somali ","Dutch, Arabic, Hindi, and Bengali.","['1909.09270_21_0', '1909.09270_5_0', '1909.09270_18_0']","['Bengali Case Study ::: Non-speaker Annotations', 'Constrained Binary Learning ::: NER with CBL ::: Constraints and Stopping Condition', 'Experiments ::: Analysis']",0.0,0.0,False,exp1_boundary,clean
cf15c4652e23829d8fb4cf2a25e64408c18734c1,1811.11365,Why is this work different from text-only UNMT?,"the image can play the role of a pivot “language"" to bridge the two languages without paralleled corpus","This work is different from text-only UNMT because it shows that images can serve as additional information in the training process, guiding the model to converge to a better local optimal point, and that images can help align different languages with similar meanings, even when not available during inferencing.","['1811.11365_12_1', '1811.11365_12_0', '1811.11365_3_0']","['Analysis', 'Analysis', 'Neural Machine Translation']",0.039999999999999994,0.0,False,exp1_boundary,boundary_cut
a81941f933907e4eb848f8aa896c78c1157bff20,1711.03438,"Can the model add new relations to the knowledge graph, or just new entities?",The model does not add new relations to the knowledge graph.,,"['1711.03438_0_1', '1711.03438_0_0', '1711.03438_0_2']","['Introduction', 'Introduction', 'Introduction']",0.0,1.0,False,exp1_boundary,clean
2a6003a74d051d0ebbe62e8883533a5f5e55078b,1702.03342,which neural embedding model works better?,the CRX model,I don't know. The provided context does not compare the performance of the different neural embedding models.,"['1702.03342_1_0', '1702.03342_3_0', '1702.03342_0_1']","['Related Work', 'Concept Raw Context Model (CRC)', 'Introduction']",0.0,0.0,True,exp1_boundary,clean
c348a8c06e20d5dee07443e962b763073f490079,1706.04815,What two components are included in their proposed framework?,evidence extraction and answer synthesis,The two components included in their proposed framework are evidence extraction model and answer synthesis model.,"['1706.04815_11_0', '1706.04815_10_0', '1706.04815_0_0']","['Discussion', 'Result', 'Introduction']",0.0,0.0,False,exp1_boundary,boundary_cut
fd8e23947095fe2230ffe1a478945829b09c8c95,1811.00147,How are meaningful chains in the graph selected?,utilize the machinery of language modeling using deep neural networks to learn Dolores embeddings.,I don't know.,"['1811.00147_9_0', '1811.00147_8_0', '1811.00147_3_1']","['Error Analysis', 'Evaluation Tasks', 'Preliminaries']",0.5,0.0,True,exp1_boundary,boundary_cut
2e6b7afaf14871ed6db674782b93709910020b06,1712.00609,How much better performing is the proposed method over the baselines?,"original models were better in some tasks (CR, MPQA, MRPC) utilizing self-attentive sentence representation further improves performances in 5 out of 8 tasks",I don't know. The provided context does not mention the performance comparison between the proposed method and the baselines.,"['1712.00609_1_0', '1712.00609_0_0', '1712.00609_5_0']","['Related Work', 'Introduction', 'Visual Grounding with Self-Attention']",0.1,0.0,True,exp1_boundary,clean
b974523a6cbd3cdc1fa924243ccc9711bbc7070d,1810.10797,How often are the newspaper websites crawled daily?,RSS feeds in French on a daily basis,I don't know.,"['1810.10797_0_0', '1810.10797_2_0', '1810.10797_3_0']","['Introduction: New Words, NLP and the Logoscope', 'New Words are Collected in Three Stages', 'Stage 1: Detection of Unknown Words']",0.5,0.0,True,exp1_boundary,clean
6b4de7fef3a543215f16042ce6a29186bf84fea4,1911.02821,What pre-trained models did they compare to?,"BERT, ERNIE, and BERT-wwm","ERINE, SPM, BERT.","['1911.02821_2_0', '1911.02821_2_1', '1911.02821_5_0']","['Methodology ::: Word-aligned Attention', 'Methodology ::: Word-aligned Attention', 'Experiments ::: Experiment Results']",0.0,0.0,False,exp1_boundary,clean
5f2bade0881c719ab026bc2e2962e2ada96cdb25,1907.04433,Do they experiment with the toolkits?,yes,I don't know.,"['1907.04433_0_0', '1907.04433_4_0', '1907.04433_5_0']","['Introduction', 'Leveraging the MXNet Ecosystem', 'Requirement, Availability, and Community']",0.0,0.0,True,exp1_boundary,clean
1d9b953a324fe0cfbe8e59dcff7a44a2f93c568d,2002.00876,Does API provide ability to connect to models written in some other deep learning framework?,yes,I don't know.,"['2002.00876_0_0', '2002.00876_2_0', '2002.00876_3_0']","['Introduction', 'Motivating Case Study', 'Library Design']",0.0,0.0,True,exp1_boundary,clean
479fc9e6d6d80e69f425d9e82e618e6b7cd12764,1806.04535,What are the categories of code-mixed puns?,intra-sequential and intra-word,Intra-sentential and intra-word.,"['1806.04535_1_0', '1806.04535_0_0', '1806.04535_4_0']","['Puns', 'Introduction', 'Classification']",0.0,0.0,False,exp1_boundary,boundary_cut
cdf1bf4b202576c39e063921f6b63dc9e4d6b1ff,1703.02507,What metric is used to measure performance?,"Accuracy and F1 score for supervised tasks, Pearson's and Spearman's correlation for unsupervised tasks",,"['1703.02507_11_1', '1703.02507_13_0', '1703.02507_11_0']","['Results and Discussion', 'L1 regularization of models', 'Results and Discussion']",0.0,1.0,False,exp1_boundary,boundary_cut
cc5d3903913fa2e841f900372ec74b0efd5e0c71,1909.08167,Which sentiment analysis tasks are addressed?,12 binary-class classification and multi-class classification of reviews based on rating,"12 binary-class cross-domain sentiment analysis tasks are addressed: B$\rightarrow $D, B$\rightarrow $E, B$\rightarrow $K, D$\rightarrow $B, D$\rightarrow $E, D$\rightarrow $K, E$\rightarrow $B, E$\rightarrow $D, E$\rightarrow $K, K$\rightarrow $B, K$\rightarrow $D, K$\rightarrow $E.","['1909.08167_0_0', '1909.08167_0_1', '1909.08167_10_0']","['Introduction', 'Introduction', 'Experiment ::: Dataset and Task Design ::: Binary-Class.']",0.06060606060606061,0.0,False,exp1_boundary,clean
af7a9b56596f90c84f962098f7e836309161badf,2004.01894,How big is vSTS training data?,1338 pairs for training,I don't know. The context does not mention the size of the vSTS training data.,"['2004.01894_8_0', '2004.01894_2_0', '2004.01894_17_0']","['Evaluation of Representation Models', 'The Visual STS Dataset', 'Conclusions and Future Work']",0.125,0.0,True,exp1_boundary,clean
0ec56e15005a627d0b478a67fd627a9d85c3920e,1806.03125,What can word subspace represent?,"Word vectors, usually in the context of others within the same class",A word subspace can effectively and compactly represent the context of the corresponding text.,"['1806.03125_0_1', '1806.03125_11_0', '1806.03125_4_0']","['Introduction', 'Conclusions and Future Work', 'Word subspace']",0.13333333333333333,0.0,False,exp1_boundary,boundary_cut
d7d41a1b8bbb1baece89b28962d23ee4457b9c3a,1805.12070,What languages are explored in the work?,Mandarin English,Mandarin and English.,"['1805.12070_0_0', '1805.12070_5_0', '1805.12070_4_0']","['Introduction', 'Experimental Setup', 'Model Description']",0.0,0.0,False,exp1_boundary,clean
96a4091f681872e6d98d0efee777d9e820cb8dae,1910.12574,What biases does their model capture?,Data annotation biases where tweet containing disrespectful words are annotated as hate or offensive without any presumption about the social context of tweeters,"The model captures biases from data collection and rules of annotation, such as geographic restriction (United States of America) and language (African American Vernacular English).","['1910.12574_8_0', '1910.12574_8_1', '1910.12574_3_0']","['Experiments and Results ::: Error Analysis', 'Experiments and Results ::: Error Analysis', 'Methodology ::: Fine-Tuning Strategies']",0.0,0.0,False,exp1_boundary,boundary_cut
1405824a6845082eae0458c94c4affd7456ad0f7,1811.11136,Was the introduced LSTM+CNN model trained on annotated data in a supervised fashion?,yes,,"['1811.11136_3_0', '1811.11136_1_0', '1811.11136_2_0']","['Related Work', 'Our Proposed Methodology', 'Datasets and Experimental Results']",0.0,0.0,False,exp1_boundary,clean
3c16d4cf5dc23223980d9c0f924cb9e4e6943f13,1908.06725,How do they select answer candidates for their QA task?,AMS method.,They put the two candidate paragraphs as candidate answers.,"['1908.06725_9_0', '1908.06725_0_0', '1908.06725_11_0']","['Winograd Schema Challenge', 'Introduction', 'Pre-training Strategy']",0.0,0.0,False,exp1_boundary,clean
76405b76b930a5bbe895e9e96ce4a3cff1b0b1a1,2002.05104,What components are identified as core components for training VQA models?,pre-trained text representations transformer-based encoders together with GRU models attention mechanisms are paramount for learning top performing networks Top-Down is the preferred attention method,"The core components identified for training VQA models are: 

1. Image encoder 
2. Question representation 
3. Fusion and attention strategies","['2002.05104_11_0', '2002.05104_0_1', '2002.05104_8_0']","['Experimental Analysis ::: Attention Mechanism ::: Top-Down Attention', 'Introduction', 'Experimental Analysis ::: Image Encoder']",0.0,0.0,False,exp1_boundary,clean
5c4a2a3d6e02bcbeae784e439441524535916e85,1805.07513,Do they compare with the MAML algorithm?,no,I don't know.,"['1805.07513_2_4', '1805.07513_9_0', '1805.07513_2_0']","['Robust Task Clustering by Matrix Completion', 'Analysis', 'Robust Task Clustering by Matrix Completion']",0.0,0.0,True,exp1_boundary,clean
ca4b66ffa4581f9491442dcec78ca556253c8146,1905.08949,Do they survey visual question generation work?,yes,"Yes, they survey visual question generation work, specifically categorizing it into grounded- and open-ended VQG.","['1905.08949_16_0', '1905.08949_0_0', '1905.08949_17_0']","['Wider Input Modalities', 'Introduction', 'Generation of Deep Questions']",0.0,0.0,False,exp1_boundary,boundary_cut
be7f52c4f2bad20e728785a357c383853d885d94,1904.01608,What is the size of ACL-ARC datasets?,"includes 1,941 citation instances from 186 papers",I don't know.,"['1904.01608_14_0', '1904.01608_8_0', '1904.01608_10_0']","['Acknowledgments', 'Implementation', 'Results']",0.5,0.0,True,exp1_boundary,clean
9e391c8325b48f6119ca4f3d428b1b2b037f5c13,1909.05017,Why did they choose WER as evaluation metric?,WER can reflect our model's effectiveness in generating questions that are similar to those of SQuAD WER can be used for initial analyses,,"['1909.05017_4_0', '1909.05017_4_1', '1909.05017_4_2']","['Results and Discussion', 'Results and Discussion', 'Results and Discussion']",0.0,1.0,False,exp1_boundary,clean
a8e4522ce2ce7336e731286654d6ad0931927a4e,1910.02754,What is result of their Principal Component Analysis?,existing visual features aren't sufficient enough to expect benefits from the visual modality in NMT,"Most of the energy of the visual feature space resides in a low-dimensional subspace, indicating that a few directions disproportionately explain the variance.","['1910.02754_8_0', '1910.02754_0_0', '1910.02754_5_0']","['Results and Analysis ::: Discussion ::: PCA of Visual Features', 'Introduction', 'Results and Analysis']",0.08333333333333333,0.0,False,exp1_boundary,clean
7eb3852677e9d1fb25327ba014d2ed292184210c,2002.11268,How is the training data collected?,"from YouTube videos, with associated transcripts obtained from semi-supervised caption filtering from a Voice Search service","The training data is collected from YouTube and Voice Search. For YouTube, the training set consists of 120M utterances. For Voice Search, the training set consists of 21M utterances.","['2002.11268_12_0', '2002.11268_10_0', '2002.11268_13_0']","['Fine-tuning a YouTube-trained RNN-T using limited Voice Search audio data', 'Cross-domain evaluation: YouTube-trained RNN-T @!START@$\\rightarrow $@!END@ Voice Search ::: RNN-T and RNN-LM model settings', 'Discussion']",0.0,0.0,False,exp1_boundary,clean
f01aa192d97fa3cc36b6e316355dc5da0e9b97dc,1609.00081,What are the baselines model?,(i) Uniform (ii) SVR+W (iii) SVR+O (iv) C4.5SSL (v) GLM,"The baselines models are: 
(i) Uniform: assign 3 to all the references assuming equal intensity, 
(ii) SVR+W: recently proposed Support Vector Regression (SVR) with the feature set mentioned in BIBREF4, 
(iii) SVR+O: SVR model with our feature set, 
(iv) C4.5SSL: C4.5 semi-supervised algorithm with our feature set BIBREF23, 
(v) GLM: the traditional graph-based LP model with our feature set BIBREF9.","['1609.00081_7_0', '1609.00081_5_2', '1609.00081_5_0']","['Experimental Results', 'Features for Learning Model', 'Features for Learning Model']",0.03278688524590164,0.0,False,exp1_boundary,clean
010e3793eb1342225857d3f95e147d8f8467192a,2001.02943,What are the sizes of both datasets?,"The Dutch section consists of 2,333,816 sentences and 53,487,257 words. The SONAR500 corpus consists of more than 500 million words obtained from different domains.","The Europarl dataset consists of 103,871 sentences, and the SoNaR dataset consists of 1,269,091 sentences.","['2001.02943_10_1', '2001.02943_10_0', '2001.02943_3_0']","['Discussion', 'Discussion', 'Preprocessing']",0.0,0.0,False,exp1_boundary,clean
1c68d18b4b65c4d75dc199d2043079490f6310f8,1912.09152,What are the two PharmaCoNER subtasks?,Entity identification with offset mapping and concept indexing,"The two PharmaCoNER subtasks are:

1. Subtask 1: Identifying entities with offsets and mapping them to a predefined set of four classes (PROTEINAS, NORMALIZABLES, NO_NORMALIZABLES, and UNCLEAR).
2. Subtask 2: Providing a list of all SNOMED CT IDs (sctid) for entities occurring in the text, also known as concept indexing.","['1912.09152_6_0', '1912.09152_2_0', '1912.09152_0_1']","['Results', 'Resource building ::: SNOMED CT', 'Introduction']",0.0392156862745098,0.0,False,exp1_boundary,clean
372fbf2d120ca7a101f70d226057f9639bf1f9f2,1802.05574,What is the role of crowd-sourcing?,"Crowd workers were asked to mark whether a triple was correct, namely, did the triple reflect the consequence of the sentence.","The role of crowd-sourcing in this context is to annotate the triples extracted by OIE systems, specifically to mark whether a triple is correct or not, by determining if it reflects the consequence of the sentence.","['1802.05574_4_0', '1802.05574_4_1', '1802.05574_11_0']","['Annotation Process', 'Annotation Process', 'Conclusion']",0.05405405405405406,0.0,False,exp1_boundary,clean
c8b9b962e4d40c50150b2f8873a4004f25398464,1909.09268,What are the three limitations?,"High scores to semantically opposite translations/summaries, Low scores to semantically related translations/summaries and High scores to unintelligible translations/summaries.",I don't know.,"['1909.09268_1_0', '1909.09268_8_0', '1909.09268_10_0']","['Related Work ::: BLEU, ROUGE and n-gram matching approaches', 'Challenges with BLEU and ROUGE ::: Experiments ::: Experiments with carefully crafted sentences', 'Towards a robust data-driven approach ::: Metric Scorecard']",0.5,0.0,True,exp1_boundary,clean
5e41516a27c587aa2f80dba8cf4c3f616174099b,1908.05763,How does their perturbation algorihm work?,same sentences after applying character level perturbations,,"['1908.05763_7_0', '1908.05763_0_0', '1908.05763_2_0']","['Perturbation Study ::: Discussion', 'Introduction', 'Collision Study']",0.0,1.0,False,exp1_boundary,clean
e8e6986365f899dead0768ecf7b1eca8a2699f2f,1907.11062,Is there any ethical consideration in the research?,no,"Yes, ethics and fairness are important considerations in the research, and detection of individual and global bias should be prioritized to give useful feedbacks to practitioners.","['1907.11062_13_0', '1907.11062_12_0', '1907.11062_6_0']","['Conclusion and future directions', 'Attention visualization', 'Dataset']",0.0,0.0,False,exp1_boundary,boundary_cut
1e185a3b8cac1da939427b55bf1ba7e768c5dae4,1910.07601,What classification baselines are used for comparison?,VAE,The VAE baseline and the CJFS baseline are used for comparison.,"['1910.07601_11_0', '1910.07601_8_0', '1910.07601_9_0']","['Results and Discussion', 'Experimental Framework ::: Baselines', 'Experimental Framework ::: Evaluation Tasks']",0.0,0.0,False,exp1_boundary,clean
a616a3f0d244368ec588f04dfbc37d77fda01b4c,2003.04866,What are the 12 languages covered?,"Chinese Mandarin, Welsh, English, Estonian, Finnish, French, Hebrew, Polish, Russian, Spanish, Kiswahili, Yue Chinese","English and 11 other languages, but the specific 11 languages are not explicitly listed in the provided context. However, according to Table TABREF10, the 11 languages are: 

1. Chinese
2. Spanish
3. German
4. French
5. Russian
6. Italian
7. Dutch
8. Portuguese
9. Swedish
10. Arabic
11. Farsi
12. Welsh and Kiswahili are also mentioned as part of the project, but it seems they are not among the 11 languages initially covered.","['2003.04866_4_1', '2003.04866_6_0', '2003.04866_17_2']","['Previous Work and Evaluation Data', 'Multi-SimLex: Translation and Annotation', 'Cross-Lingual Evaluation ::: Results and Discussion']",0.0,0.0,False,exp1_boundary,clean
e37c32fce68759b2272adc1e44ea91c1a7c47059,1909.08306,What dierse domains and languages are present in new datasets?,movies  restaurants English  Korean,"Movies and restaurants, and English and Korean.","['1909.08306_2_0', '1909.08306_0_1', '1909.08306_1_0']","['Cross Length Transfer ::: Benchmark Datasets', 'Introduction', 'Cross Length Transfer']",0.0,0.0,False,exp1_boundary,clean
a9337636b52de375c852682a2561af2c1db5ec63,1801.02073,Do they employ their indexing-based method to create a sample of a QA Wikipedia dataset?,yes,,"['1801.02073_3_0', '1801.02073_1_0', '1801.02073_0_0']","['Answer Retrieval', 'Intrinsic Analysis', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
decb07f9be715de024236e50dc7011a132363480,1610.01030,What exactly is new about this stochastic gradient descent algorithm?,"CNN model can be trained in a purely online setting. We first initialize the model parameters $\theta _0$ (line 1), which can be a trained model from other disaster events or it can be initialized randomly to start from scratch.

As a new batch of labeled tweets $B_t= \lbrace \mathbf {s}_1 \ldots \mathbf {s}_n \rbrace $ arrives, we first compute the log-loss (cross entropy) in Equation 11 for $B_t$ with respect to the current parameters $\theta _t$ (line 2a). Then, we use backpropagation to compute the gradients $f^{\prime }(\theta _{t})$ of the loss with respect to the current parameters (line 2b). Finally, we update the parameters with the learning rate $\eta _t$ and the mean of the gradients (line 2c). We take the mean of the gradients to deal with minibatches of different sizes. Notice that we take only the current minibatch into account to get an updated model. ","This stochastic gradient descent algorithm is new in that it takes the mean of the gradients to deal with minibatches of different sizes, and it only updates the model with the current minibatch, making it suitable for online learning.","['1610.01030_3_0', '1610.01030_2_2', '1610.01030_2_0']","['Online Learning', 'Convolutional Neural Network', 'Convolutional Neural Network']",0.0,0.0,False,exp1_boundary,clean
69a7a6675c59a4c5fb70006523b9fe0f01ca415c,1811.01399,Which knowledge graph completion tasks do they experiment with?,link prediction  triplet classification,Two KG completion tasks.,"['1811.01399_0_0', '1811.01399_2_0', '1811.01399_0_1']","['Introduction', 'Inductive Embedding Models', 'Introduction']",0.0,0.0,False,exp1_boundary,clean
dd155f01f6f4a14f9d25afc97504aefdc6d29c13,1811.00942,What aspects have been compared between various language models?,"Quality measures using perplexity and recall, and performance measured using latency and energy usage.",,"['1811.00942_5_0', '1811.00942_0_0', '1811.00942_1_0']","['Results and Discussion', 'Introduction', 'Background and Related Work']",0.0,1.0,False,exp1_boundary,clean
2870fbce43a3cf6daf982f720137c008b30c60dc,1908.08593,What handcrafter features-of-interest are used?,nouns verbs pronouns subjects objects negation words special BERT tokens,I don't know.,"['1908.08593_15_0', '1908.08593_2_0', '1908.08593_6_0']","['Experiments ::: Disabling self-attention heads ::: Results', 'Methodology', 'Experiments ::: Relation-specific heads in BERT']",0.5,0.0,True,exp1_boundary,clean
6d0f2cce46bc962c6527f7b4a77721799f2455c6,1608.02195,Do changes in policies of the political actors account for all of the mistakes the model made?,yes,"No. The text states that the mistakes the model makes can be associated with changes in the party policy, but it does not say that changes in policies account for all of the mistakes.","['1608.02195_10_1', '1608.02195_15_0', '1608.02195_10_0']","['Predicting political party affiliation', 'Conclusions, Limitations and Outlook', 'Predicting political party affiliation']",0.0,0.0,False,exp1_boundary,boundary_cut
16f33de90b76975a99572e0684632d5aedbd957c,1907.11907,Which dataset do they use?,"a reference corpus of 21,093 tokens and their correct lemmas",,"['1907.11907_5_0', '1907.11907_5_1', '1907.11907_4_0']","['Evaluation', 'Evaluation', 'System Description']",0.0,1.0,False,exp1_boundary,clean
c84590ba32df470a7c5343d8b99e541b217f10cf,1908.06083,What datasets are used?,The Wikipedia Toxic Comments dataset,"The datasets mentioned are:

1. A dataset of over 24,000 tweets labeled as containing hate speech, offensive language, or neither.
2. The TRAC shared task on Aggression Identification, a dataset of over 15,000 Facebook comments labeled with varying levels of aggression.
3. The Wikipedia Toxic Comments dataset (collected from Wikipedia Talk pages) featured in a Kaggle competition.","['1908.06083_1_0', '1908.06083_17_0', '1908.06083_27_0']","['Related Work', 'Single-Turn Task ::: Experimental Results ::: Break it Phase', 'Data Collection Interface Details']",0.034482758620689655,0.0,False,exp1_boundary,clean
981fd79dd69581659cb1d4e2b29178e82681eb4d,1706.00139,What is the difference of the proposed model with a standard RNN encoder-decoder?,"Introduce a ""Refinement Adjustment LSTM-based component"" to the decoder","The proposed model differs from a standard RNN encoder-decoder in that it introduces a Refinement Adjustment LSTM-based component (RALSTM) to the decoder side, which includes a Refinement cell, a traditional LSTM cell, and an Adjustment cell. This allows for better selection, aggregation, and control of semantic information.","['1706.00139_1_0', '1706.00139_0_0', '1706.00139_5_0']","['Related Work', 'Introduction', 'RALSTM Decoder']",0.04166666666666667,0.0,False,exp1_boundary,boundary_cut
a02696d4ab728ddd591f84a352df9375faf7d1b4,1605.07683,How large is the Dialog State Tracking Dataset?,"1,618 training dialogs, 500 validation dialogs, and 1,117 test dialogs",I don't know.,"['1605.07683_2_0', '1605.07683_4_0']","['Goal-Oriented Dialog Tasks', 'Acknowledgments']",0.5,0.0,True,exp1_boundary,clean
10210d5c31dc937e765051ee066b971b6f04d3af,1905.10044,what is the size of BoolQ dataset?, 16k questions,,"['1905.10044_13_0', '1905.10044_3_0', '1905.10044_8_0']","['Transfer Learning Results', 'Data Collection', 'Discussion']",0.0,1.0,False,exp1_boundary,clean
aecb485ea7d501094e50ad022ade4f0c93088d80,1702.06378,Can SCRF be used to pretrain the model?,no,I don't know.,"['1702.06378_1_0', '1702.06378_1_1', '1702.06378_8_0']","['Segmental Conditional Random Fields', 'Segmental Conditional Random Fields', 'Multitask Learning Results']",0.0,0.0,True,exp1_boundary,clean
225a567eeb2698a9d3f1024a8b270313a6d15f82,1605.04655,what were the baselines?,RNN model CNN model  RNN-CNN model attn1511 model Deep Averaging Network model avg mean of word embeddings in the sentence with projection matrix,"The baselines were the current state-of-art ensemble of hand-crafted syntactic and frame-semantic features, the Attentive Reader, the Neural Reasoner, and the HABCNN model family.","['1605.04655_2_0', '1605.04655_13_0', '1605.04655_10_0']","['Argus Dataset', 'Acknowledgments', 'Evaluation']",0.0,0.0,False,exp1_boundary,clean
955ca31999309685c1daa5cb03867971ca99ec52,1606.08140,What datasets are used to evaluate the model?,"WN18, FB15k",,"['1606.08140_0_0', '1606.08140_4_0', '1606.08140_5_0']","['Introduction', 'Task and evaluation protocol', 'Main results']",0.0,1.0,False,exp1_boundary,clean
6a31bd676054222faf46229fc1d283322478a020,1905.10810,How is PIEWi annotated?,"[error, correction] pairs","PlEWi is annotated with error type annotations, allowing the selection of only non-word errors for evaluation.","['1905.10810_0_0', '1905.10810_1_0', '1905.10810_5_0']","['Introduction', 'Problems of spelling correction for Polish', 'Experimental setup']",0.0,0.0,False,exp1_boundary,clean
